0, 1.5e+07
59467.7, 1.49999e+07
118935, 1.49995e+07
178403, 1.49989e+07
237868, 1.49981e+07
297332, 1.49971e+07
356792, 1.49958e+07
416248, 1.49942e+07
475699, 1.49925e+07
535144, 1.49905e+07
594581, 1.49882e+07
654011, 1.49857e+07
713432, 1.4983e+07
772843, 1.49801e+07
832244, 1.49769e+07
891632, 1.49735e+07
951009, 1.49698e+07
1.01037e+06, 1.49659e+07
1.06972e+06, 1.49618e+07
1.12905e+06, 1.49575e+07
1.18837e+06, 1.49529e+07
1.24767e+06, 1.4948e+07
1.30695e+06, 1.4943e+07
1.36621e+06, 1.49377e+07
1.42545e+06, 1.49321e+07
1.48467e+06, 1.49264e+07
1.54387e+06, 1.49204e+07
1.60305e+06, 1.49141e+07
1.6622e+06, 1.49077e+07
1.72133e+06, 1.49009e+07
1.78043e+06, 1.4894e+07
1.8395e+06, 1.48868e+07
1.89855e+06, 1.48794e+07
1.95757e+06, 1.48718e+07
2.01656e+06, 1.48639e+07
2.07552e+06, 1.48558e+07
2.13445e+06, 1.48474e+07
2.19334e+06, 1.48389e+07
2.2522e+06, 1.48301e+07
2.31103e+06, 1.4821e+07
2.36983e+06, 1.48117e+07
2.42859e+06, 1.48022e+07
2.48731e+06, 1.47925e+07
2.54599e+06, 1.47825e+07
2.60464e+06, 1.47723e+07
2.66324e+06, 1.47618e+07
2.72181e+06, 1.47512e+07
2.78033e+06, 1.47403e+07
2.83881e+06, 1.47291e+07
2.89725e+06, 1.47178e+07
2.95564e+06, 1.47061e+07
3.01399e+06, 1.46943e+07
3.07229e+06, 1.46823e+07
3.13055e+06, 1.467e+07
3.18876e+06, 1.46574e+07
3.24692e+06, 1.46447e+07
3.30503e+06, 1.46317e+07
3.36308e+06, 1.46185e+07
3.42109e+06, 1.4605e+07
3.47905e+06, 1.45913e+07
3.53695e+06, 1.45774e+07
3.5948e+06, 1.45633e+07
3.65259e+06, 1.45489e+07
3.71033e+06, 1.45343e+07
3.76801e+06, 1.45195e+07
3.82563e+06, 1.45045e+07
3.88319e+06, 1.44892e+07
3.94069e+06, 1.44737e+07
3.99814e+06, 1.44579e+07
4.05552e+06, 1.4442e+07
4.11284e+06, 1.44258e+07
4.17009e+06, 1.44094e+07
4.22728e+06, 1.43927e+07
4.28441e+06, 1.43758e+07
4.34147e+06, 1.43587e+07
4.39846e+06, 1.43414e+07
4.45539e+06, 1.43239e+07
4.51224e+06, 1.43061e+07
4.56903e+06, 1.42881e+07
4.62575e+06, 1.42699e+07
4.68239e+06, 1.42514e+07
4.73897e+06, 1.42327e+07
4.79547e+06, 1.42138e+07
4.85189e+06, 1.41947e+07
4.90824e+06, 1.41754e+07
4.96452e+06, 1.41558e+07
5.02072e+06, 1.4136e+07
5.07684e+06, 1.4116e+07
5.13288e+06, 1.40958e+07
5.18884e+06, 1.40753e+07
5.24473e+06, 1.40546e+07
5.30053e+06, 1.40337e+07
5.35625e+06, 1.40126e+07
5.41189e+06, 1.39912e+07
5.46744e+06, 1.39697e+07
5.52291e+06, 1.39479e+07
5.57829e+06, 1.39259e+07
5.63359e+06, 1.39037e+07
5.6888e+06, 1.38812e+07
5.74392e+06, 1.38586e+07
5.79895e+06, 1.38357e+07
5.85389e+06, 1.38126e+07
