0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0
100,149.935,169.634,178.863,183.883,186.949,188.984,190.416,191.468,192.263,192.874,193.351,193.723,194.011,194.232,194.395,194.507,194.574,194.599,194.584,194.531,194.439,194.307,194.133,193.913,193.643,193.315,192.921,192.449,191.881,191.195,190.359,189.324,188.019,186.332,184.076,180.92,176.22,168.589,154.647,125,50
100,130.105,149.739,161.935,169.722,174.928,178.569,181.214,183.193,184.708,185.884,186.806,187.528,188.091,188.522,188.84,189.059,189.189,189.238,189.208,189.101,188.918,188.656,188.311,187.876,187.342,186.696,185.921,184.993,183.881,182.542,180.916,178.917,176.419,173.232,169.052,163.384,155.371,143.49,125,95.3527,50
100,120.746,137.284,149.414,158.142,164.473,169.151,172.677,175.383,177.491,179.149,180.459,181.494,182.303,182.924,183.383,183.7,183.887,183.954,183.907,183.748,183.476,183.089,182.579,181.939,181.154,180.207,179.073,177.721,176.107,174.175,171.846,169.009,165.51,161.124,155.517,148.191,138.391,125,106.51,81.4106,50
100,115.595,129.236,140.295,148.958,155.672,160.884,164.959,168.172,170.725,172.762,174.389,175.684,176.703,177.488,178.07,178.47,178.705,178.786,178.719,178.507,178.15,177.643,176.979,176.146,175.128,173.904,172.443,170.71,168.652,166.206,163.283,159.764,155.488,150.236,143.702,135.473,125,111.609,94.6289,73.7799,50
100,112.4,123.769,133.573,141.723,148.372,153.754,158.103,161.622,164.473,166.784,168.651,170.151,171.338,172.256,172.937,173.405,173.677,173.765,173.675,173.412,172.973,172.354,171.547,170.538,169.309,167.836,166.087,164.022,161.587,158.714,155.315,151.275,146.444,140.629,133.583,125,114.527,101.809,86.6164,69.0801,50
100,110.234,119.867,128.504,135.99,142.339,147.657,152.078,155.739,158.762,161.249,163.282,164.929,166.242,167.261,168.018,168.536,168.833,168.921,168.806,168.491,167.976,167.254,166.317,165.15,163.734,162.044,160.048,157.704,154.959,151.748,147.989,143.577,138.384,132.253,125,116.417,106.298,94.4826,80.9478,65.9241,50
100,108.671,116.961,124.586,131.393,137.339,142.456,146.813,150.495,153.587,156.167,158.299,160.042,161.439,162.528,163.337,163.889,164.199,164.279,164.136,163.772,163.185,162.37,161.317,160.011,158.434,156.559,154.357,151.786,148.797,145.331,141.315,136.659,131.261,125,117.747,109.371,99.7641,88.8762,76.7683,63.6684,50
100,107.488,114.719,121.487,127.657,133.168,138.014,142.222,145.841,148.926,151.531,153.707,155.499,156.945,158.074,158.914,159.483,159.795,159.862,159.688,159.275,158.623,157.724,156.569,155.143,153.43,151.403,149.033,146.285,143.113,139.465,135.28,130.485,125,118.739,111.616,103.556,94.5115,84.4898,73.5806,61.9814,50
100,106.562,112.942,118.985,124.581,129.664,134.209,138.22,141.721,144.743,147.324,149.5,151.304,152.766,153.911,154.761,155.333,155.637,155.684,155.477,155.019,154.306,153.333,152.091,150.565,148.738,146.589,144.089,141.208,137.905,134.137,129.854,125,119.515,113.341,106.423,98.7251,90.2362,80.9908,71.083,60.6764,50
100,105.818,111.501,116.931,122.017,126.696,130.937,134.73,138.079,141.003,143.523,145.664,147.45,148.903,150.044,150.888,151.449,151.737,151.759,151.519,151.017,150.25,149.213,147.896,146.287,144.37,142.125,139.528,136.551,133.162,129.325,125,120.146,114.72,108.685,102.011,94.6849,86.7173,78.1543,69.0842,59.6413,50
100,105.208,110.313,115.221,119.859,124.168,128.115,131.681,134.863,137.666,140.101,142.183,143.929,145.354,146.473,147.297,147.838,148.103,148.097,147.823,147.28,146.465,145.372,143.993,142.317,140.33,138.013,135.346,132.306,128.867,125,120.675,115.863,110.535,104.669,98.2517,91.2859,83.7939,75.8248,67.4582,58.8046,50
100,104.701,109.32,113.784,118.028,122.003,125.673,129.018,132.026,134.696,137.031,139.039,140.729,142.111,143.195,143.991,144.504,144.74,144.704,144.395,143.814,142.956,141.817,140.388,138.66,136.619,134.25,131.537,128.461,125,121.133,116.838,112.095,106.887,101.203,95.041,88.4132,81.3476,73.8928,66.1193,58.1188,50
100,104.275,108.484,112.566,116.466,120.141,123.557,126.691,129.528,132.061,134.289,136.212,137.836,139.166,140.207,140.966,141.446,141.651,141.582,141.241,140.624,139.73,138.552,137.083,135.314,133.235,130.832,128.092,125,121.539,117.694,113.449,108.792,103.715,98.2144,92.2964,85.9782,79.2905,72.2795,65.0073,57.5513,50
100,103.915,107.775,111.529,115.13,118.539,121.724,124.661,127.334,129.733,131.85,133.685,135.237,136.509,137.502,138.219,138.663,138.834,138.734,138.361,137.713,136.787,135.577,134.077,132.28,130.174,127.752,125,121.908,118.463,114.654,110.472,105.911,100.967,95.6434,89.952,83.9127,77.5567,70.9272,64.0794,57.0789,50
100,103.61,107.173,110.645,113.986,117.16,120.137,122.895,125.415,127.684,129.695,131.441,132.92,134.13,135.072,135.746,136.152,136.29,136.158,135.756,135.08,134.128,132.893,131.37,129.552,127.432,125,122.248,119.168,115.75,111.987,107.875,103.411,98.5972,93.4407,87.9556,82.1639,76.0965,69.7934,63.3039,56.6851,50
100,103.351,106.662,109.893,113.009,115.977,118.771,121.367,123.746,125.895,127.803,129.463,130.87,132.02,132.911,133.542,133.91,134.014,133.853,133.425,132.725,131.75,130.496,128.957,127.127,125,122.568,119.826,116.765,113.381,109.67,105.63,101.262,96.5705,91.5665,86.2657,80.6909,74.8718,68.846,62.6578,56.3575,50
100,103.133,106.23,109.256,112.179,114.97,117.603,120.054,122.307,124.347,126.16,127.74,129.078,130.169,131.011,131.599,131.931,132.004,131.816,131.364,130.644,129.652,128.384,126.835,125,122.873,120.448,117.72,114.686,111.34,107.683,103.713,99.4351,94.8565,89.9891,84.8499,79.4619,73.854,68.0611,62.1237,56.0871,50
100,102.95,105.868,108.722,111.482,114.121,116.615,118.941,121.083,123.024,124.752,126.257,127.531,128.569,129.364,129.912,130.211,130.256,130.044,129.571,128.835,127.83,126.554,125,123.165,121.043,118.63,115.923,112.917,109.612,106.007,102.104,97.9093,93.4314,88.6834,83.683,78.453,73.0212,67.4206,61.6888,55.8672,50
100,102.8,105.57,108.281,110.906,113.418,115.794,118.013,120.058,121.913,123.566,125.005,126.222,127.21,127.963,128.476,128.744,128.764,128.531,128.043,127.294,126.281,125,123.446,121.616,119.504,117.107,114.423,111.448,108.183,104.628,100.787,96.6666,92.2764,87.6301,82.7458,77.6458,72.3572,66.9114,61.3438,55.693,50
100,102.68,105.332,107.928,110.442,112.85,115.13,117.26,119.224,121.006,122.593,123.975,125.142,126.087,126.802,127.284,127.526,127.524,127.275,126.774,126.017,125,123.719,122.17,120.348,118.25,115.872,113.213,110.27,107.044,103.535,99.7498,95.6937,91.3774,86.8149,82.0241,77.0271,71.8503,66.5239,61.0819,55.5609,50
100,102.588,105.149,107.656,110.085,112.412,114.614,116.673,118.571,120.293,121.827,123.16,124.285,125.192,125.876,126.331,126.551,126.532,126.271,125.761,125,123.983,122.706,121.165,119.356,117.275,114.92,112.287,109.376,106.186,102.72,98.983,94.981,90.7247,86.228,81.5087,76.5884,71.493,66.2522,60.8988,55.4688,50
100,102.523,105.019,107.463,109.83,112.097,114.242,116.247,118.094,119.769,121.26,122.554,123.644,124.521,125.179,125.612,125.815,125.784,125.514,125,124.239,123.226,121.957,120.429,118.636,116.575,114.244,111.639,108.759,105.605,102.177,98.4808,94.5226,90.3124,85.8638,81.1941,76.3248,71.2812,66.0929,60.7924,55.4156,50
100,102.484,104.942,107.347,109.675,111.903,114.011,115.978,117.79,119.43,120.888,122.153,123.216,124.069,124.707,125.124,125.314,125.275,125,124.486,123.729,122.725,121.469,119.956,118.184,116.147,113.842,111.266,108.418,105.296,101.903,98.2406,94.3161,90.1385,85.7206,81.0792,76.2353,71.2143,66.0456,60.7625,55.4011,50
100,102.472,104.917,107.308,109.62,111.831,113.919,115.866,117.656,119.274,120.71,121.954,122.997,123.833,124.456,124.861,125.044,125,124.725,124.216,123.468,122.476,121.236,119.744,117.996,115.986,113.71,111.166,108.349,105.26,101.897,98.2627,94.3628,90.2049,85.8008,81.1667,76.323,71.2951,66.1129,60.8107,55.4262,50
100,102.487,104.945,107.347,109.667,111.882,113.969,115.911,117.693,119.301,120.724,121.955,122.985,123.809,124.423,124.821,125,124.956,124.686,124.185,123.449,122.474,121.256,119.789,118.069,116.09,113.848,111.337,108.554,105.496,102.162,98.551,94.6674,90.5174,86.1112,81.4638,76.5949,71.5302,66.3002,60.9411,55.4932,50
100,102.53,105.029,107.469,109.82,112.059,114.164,116.117,117.904,119.512,120.932,122.156,123.179,123.997,124.605,125,125.179,125.139,124.876,124.388,123.669,122.716,121.524,120.088,118.401,116.458,114.254,111.781,109.034,106.009,102.703,99.1121,95.2386,91.0861,86.6629,81.9822,77.0628,71.9304,66.6167,61.1604,55.6054,50
100,102.604,105.174,107.678,110.085,112.37,114.511,116.49,118.293,119.911,121.334,122.559,123.58,124.394,125,125.395,125.577,125.544,125.293,124.821,124.124,123.198,122.037,120.636,118.989,117.089,114.928,112.498,109.793,106.805,103.527,99.9562,96.0886,91.9256,87.4722,82.7391,77.7439,72.5117,67.0759,61.4783,55.7681,50
100,102.712,105.386,107.983,110.472,112.825,115.019,117.038,118.869,120.503,121.936,123.164,124.186,125,125.606,126.003,126.191,126.167,125.931,125.479,124.808,123.913,122.79,121.431,119.831,117.98,115.87,113.491,110.834,107.889,104.646,101.097,97.2342,93.0553,88.561,83.7583,78.662,73.2966,67.6969,61.9089,55.9886,50
100,102.859,105.673,108.397,110.996,113.439,115.703,117.774,119.64,121.297,122.743,123.977,125,125.814,126.42,126.821,127.015,127.003,126.784,126.356,125.715,124.858,123.778,122.469,120.922,119.13,117.08,114.763,112.164,109.271,106.071,102.55,98.6962,94.5006,89.9583,85.0709,79.8493,74.3157,68.5062,62.4717,56.2774,50
100,103.053,106.049,108.937,111.675,114.231,116.581,118.714,120.621,122.303,123.762,125,126.023,126.836,127.441,127.844,128.045,128.046,127.847,127.446,126.84,126.025,124.995,123.743,122.26,120.537,118.559,116.315,113.788,110.961,107.817,104.336,100.5,96.2926,91.7005,86.7178,81.3486,75.6108,69.5406,63.1944,56.6494,50
100,103.302,106.532,109.628,112.538,115.228,117.678,119.878,121.828,123.533,125,126.238,127.257,128.064,128.666,129.068,129.276,129.29,129.112,128.74,128.173,127.407,126.434,125.248,123.84,122.197,120.305,118.15,115.711,112.969,109.899,106.477,102.676,98.469,93.8334,88.7514,83.2163,77.2384,70.8509,64.1158,57.1256,50
100,103.623,107.151,110.503,113.62,116.465,119.023,121.292,123.28,125,126.467,127.697,128.703,129.497,130.089,130.488,130.699,130.726,130.57,130.231,129.707,128.994,128.087,126.976,125.653,124.105,122.316,120.267,117.939,115.304,112.334,108.997,105.257,101.074,96.4127,91.238,85.527,79.2755,72.5088,65.2922,57.7374,50
100,104.039,107.946,111.614,114.974,117.99,120.658,122.988,125,126.72,128.172,129.379,130.36,131.131,131.707,132.096,132.307,132.344,132.21,131.906,131.429,130.776,129.942,128.917,127.693,126.254,124.585,122.666,120.472,117.974,115.137,111.921,108.279,104.159,99.505,94.2608,88.3781,81.8278,74.6167,66.8067,58.532,50
